event_message,id,identifier,method,path,search,status_code,timestamp
"GET | 200 | 92.210.201.73 | 99da67ecbda7046a | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/project_invites?select=id&invitee_id=eq.47f06296-a087-4d63-b052-1004e063c467&status=eq.pending | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",ead9ca38-3836-4db7-9416-92dcd007bed0,dtnotuyagygexmkyqtgb,GET,/rest/v1/project_invites,?select=id&invitee_id=eq.47f06296-a087-4d63-b052-1004e063c467&status=eq.pending,200,1762996400121000
"GET | 500 | 92.210.201.73 | 99da67ec3d71046a | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/profiles?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",2598b439-5204-4ad6-818c-1de25ec46f52,dtnotuyagygexmkyqtgb,GET,/rest/v1/profiles,?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467,500,1762996400047000
"GET | 200 | 92.210.201.73 | 99da67ec3d6f046a | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/project_invites?select=id&invitee_id=eq.47f06296-a087-4d63-b052-1004e063c467&status=eq.pending | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",e9c479a4-2779-419b-becc-4c3befc3b124,dtnotuyagygexmkyqtgb,GET,/rest/v1/project_invites,?select=id&invitee_id=eq.47f06296-a087-4d63-b052-1004e063c467&status=eq.pending,200,1762996400047000
"GET | 200 | 92.210.201.73 | 99da67ebed45046a | https://dtnotuyagygexmkyqtgb.supabase.co/auth/v1/user | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",d4e2557c-5aa5-44d3-9f15-fa632d84d17d,dtnotuyagygexmkyqtgb,GET,/auth/v1/user,null,200,1762996399990000
"GET | 200 | 92.210.201.73 | 99da67eb6d0e046a | https://dtnotuyagygexmkyqtgb.supabase.co/auth/v1/user | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",5a836e8b-3fd2-4102-870e-5cb5d88eab99,dtnotuyagygexmkyqtgb,GET,/auth/v1/user,null,200,1762996399920000
"GET | 200 | 92.210.201.73 | 99da67eb6d0c046a | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/notifications?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",2bd6ccfd-eac7-4158-98c1-8fc8c28db72e,dtnotuyagygexmkyqtgb,GET,/rest/v1/notifications,?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,200,1762996399918000
"GET | 500 | 92.210.201.73 | 99da67eb5d02046a | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/profiles?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",c2aaf2f0-3bd2-4368-b1d0-7f2dd9812416,dtnotuyagygexmkyqtgb,GET,/rest/v1/profiles,?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467,500,1762996399901000
"GET | 500 | 92.210.201.73 | 99da67eadcbe046a | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/profiles?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",74442b04-61b8-4773-8991-801f7952c778,dtnotuyagygexmkyqtgb,GET,/rest/v1/profiles,?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467,500,1762996399824000
"POST | 200 | 92.210.201.73 | 99da67e9dc3d046a | https://dtnotuyagygexmkyqtgb.supabase.co/auth/v1/token?grant_type=password | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",578c4519-623e-4820-a050-acd96950cd84,dtnotuyagygexmkyqtgb,POST,/auth/v1/token,?grant_type=password,200,1762996399669000
"POST | 204 | 92.210.201.73 | 99da67d4b9c1046a | https://dtnotuyagygexmkyqtgb.supabase.co/auth/v1/logout?scope=global | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",7cac29e2-4bc5-4f89-a85b-bf8d457c5ed8,dtnotuyagygexmkyqtgb,POST,/auth/v1/logout,?scope=global,204,1762996396284000
"GET | 200 | 92.210.201.73 | 99da6550aa3d8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/notifications?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",00a777c1-f03d-4d33-b560-765313692724,dtnotuyagygexmkyqtgb,GET,/rest/v1/notifications,?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20,200,1762996293237000
"GET | 500 | 92.210.201.73 | 99da65506a178f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/messages?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",3f35981d-ba2c-4cf8-a5e7-6068a1eb1df5,dtnotuyagygexmkyqtgb,GET,/rest/v1/messages,?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762996293195000
"GET | 200 | 92.210.201.73 | 99da65506a128f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/notifications?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",8d05bcce-6492-4b17-8024-497199703ee4,dtnotuyagygexmkyqtgb,GET,/rest/v1/notifications,?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20,200,1762996293188000
"GET | 500 | 92.210.201.73 | 99da655009e78f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/reviews?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",a59fb5b0-be65-4232-88ee-fcb397096dfb,dtnotuyagygexmkyqtgb,GET,/rest/v1/reviews,?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762996293132000
"GET | 500 | 92.210.201.73 | 99da654ff9e38f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/messages?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",c4cee754-cd04-4540-9fe8-129ff7a8928c,dtnotuyagygexmkyqtgb,GET,/rest/v1/messages,?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762996293128000
"GET | 500 | 92.210.201.73 | 99da654fb9c28f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/earnings?select=*&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=payment_date.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",288264df-a8a6-41b3-b630-db9f0c3c8513,dtnotuyagygexmkyqtgb,GET,/rest/v1/earnings,?select=*&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=payment_date.desc,500,1762996293085000
"GET | 500 | 92.210.201.73 | 99da654fa9ba8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/reviews?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",235673c8-d309-4e01-949b-7f443f7be68d,dtnotuyagygexmkyqtgb,GET,/rest/v1/reviews,?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762996293074000
"GET | 500 | 92.210.201.73 | 99da654f699d8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/job_applications?select=*%2Cjob%3Ajobs%28id%2Ctitle%2Clocation%2Csalary_min%2Csalary_max%2Cemployer%3Aemployers%28company_name%29%29&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=applied_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",e26dff79-b4c5-484b-851e-5577110b7d38,dtnotuyagygexmkyqtgb,GET,/rest/v1/job_applications,?select=*%2Cjob%3Ajobs%28id%2Ctitle%2Clocation%2Csalary_min%2Csalary_max%2Cemployer%3Aemployers%28company_name%29%29&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=applied_at.desc,500,1762996293032000
"GET | 500 | 92.210.201.73 | 99da654f59938f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/earnings?select=*&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=payment_date.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",26588e00-8c03-4a8f-8967-6ccd7084b2cd,dtnotuyagygexmkyqtgb,GET,/rest/v1/earnings,?select=*&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=payment_date.desc,500,1762996293021000
"GET | 500 | 92.210.201.73 | 99da654f197a8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/reviews?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",7cdcee3e-a99d-4146-9906-cff861c44310,dtnotuyagygexmkyqtgb,GET,/rest/v1/reviews,?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762996292979000
"GET | 500 | 92.210.201.73 | 99da654f09758f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/job_applications?select=*%2Cjob%3Ajobs%28id%2Ctitle%2Clocation%2Csalary_min%2Csalary_max%2Cemployer%3Aemployers%28company_name%29%29&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=applied_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",659f885f-303d-4b2f-bb62-d144d3c37363,dtnotuyagygexmkyqtgb,GET,/rest/v1/job_applications,?select=*%2Cjob%3Ajobs%28id%2Ctitle%2Clocation%2Csalary_min%2Csalary_max%2Cemployer%3Aemployers%28company_name%29%29&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=applied_at.desc,500,1762996292974000
"GET | 500 | 92.210.201.73 | 99da654eb9518f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/reviews?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",b4b09f8f-b02a-4e82-b45b-099d63037481,dtnotuyagygexmkyqtgb,GET,/rest/v1/reviews,?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762996292924000
"GET | 500 | 92.210.201.73 | 99da654eb94f8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/certificates?select=*&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=issue_date.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",61828c05-b648-4abf-8707-54e4bd09f1ea,dtnotuyagygexmkyqtgb,GET,/rest/v1/certificates,?select=*&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=issue_date.desc,500,1762996292923000
"GET | 500 | 92.210.201.73 | 99da654e591c8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/certificates?select=*&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=issue_date.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",7af71cb5-f3b9-4677-8dda-468179b036ed,dtnotuyagygexmkyqtgb,GET,/rest/v1/certificates,?select=*&worker_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=issue_date.desc,500,1762996292870000
"GET | 200 | 92.210.201.73 | 99da654e59208f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/project_invites?select=id&invitee_id=eq.47f06296-a087-4d63-b052-1004e063c467&status=eq.pending | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",07967a38-737d-4334-bc8c-39656f69a404,dtnotuyagygexmkyqtgb,GET,/rest/v1/project_invites,?select=id&invitee_id=eq.47f06296-a087-4d63-b052-1004e063c467&status=eq.pending,200,1762996292870000
"GET | 500 | 92.210.201.73 | 99da654e591b8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/profiles?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",be36dc64-a8f8-4412-9e85-eae7c83b2bfc,dtnotuyagygexmkyqtgb,GET,/rest/v1/profiles,?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467,500,1762996292869000
"GET | 500 | 92.210.201.73 | 99da654e08ec8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/profiles?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",61ea1786-bb2f-4ee4-8b47-64a54aef3ce7,dtnotuyagygexmkyqtgb,GET,/rest/v1/profiles,?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467,500,1762996292816000
"GET | 200 | 92.210.201.73 | 99da654e08eb8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/project_invites?select=id&invitee_id=eq.47f06296-a087-4d63-b052-1004e063c467&status=eq.pending | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",b6509118-859d-4485-b02c-1c8a9c13f390,dtnotuyagygexmkyqtgb,GET,/rest/v1/project_invites,?select=id&invitee_id=eq.47f06296-a087-4d63-b052-1004e063c467&status=eq.pending,200,1762996292815000
"GET | 200 | 92.210.201.73 | 99da654dc8b58f2d | https://dtnotuyagygexmkyqtgb.supabase.co/auth/v1/user | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",eba12350-9bd2-4412-84c0-fe98dd2c4b47,dtnotuyagygexmkyqtgb,GET,/auth/v1/user,null,200,1762996292768000
"GET | 101 | 92.210.201.73 | 99da654d9fa01c2a | https://dtnotuyagygexmkyqtgb.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",46d9e36d-1749-4d01-93a7-95509ff5a82d,dtnotuyagygexmkyqtgb,GET,/realtime/v1/websocket,?apikey=REDACTED&vsn=1.0.0,101,1762996292740000
"GET | 200 | 92.210.201.73 | 99da654d68868f2d | https://dtnotuyagygexmkyqtgb.supabase.co/auth/v1/user | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",d4505da5-80d5-4c8b-aafe-78ac0a360eb0,dtnotuyagygexmkyqtgb,GET,/auth/v1/user,null,200,1762996292721000
"GET | 200 | 92.210.201.73 | 99da654cf8418f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/notifications?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",403435a9-e100-4956-95b5-477130a4e5f5,dtnotuyagygexmkyqtgb,GET,/rest/v1/notifications,?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,200,1762996292648000
"GET | 500 | 92.210.201.73 | 99da654cd82c8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/profiles?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",ec1b52cc-7a5c-4b7b-96f2-6515098044ca,dtnotuyagygexmkyqtgb,GET,/rest/v1/profiles,?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467,500,1762996292622000
"GET | 500 | 92.210.201.73 | 99da654c58038f2d | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/profiles?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",e2c5f9b4-0da5-479e-80d3-beee6f084b2b,dtnotuyagygexmkyqtgb,GET,/rest/v1/profiles,?select=*&id=eq.47f06296-a087-4d63-b052-1004e063c467,500,1762996292540000
"POST | 200 | 92.210.201.73 | 99da654b0f6f8f2d | https://dtnotuyagygexmkyqtgb.supabase.co/auth/v1/token?grant_type=password | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",592ec1c5-2cfd-4523-bdb3-1c7f95a9bb88,dtnotuyagygexmkyqtgb,POST,/auth/v1/token,?grant_type=password,200,1762996292337000
"GET | 101 | 92.210.201.73 | 99da5a937adf975c | https://dtnotuyagygexmkyqtgb.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",2eab8c90-5dde-47d6-8e8a-3eb234b08ec2,dtnotuyagygexmkyqtgb,GET,/realtime/v1/websocket,?apikey=REDACTED&vsn=1.0.0,101,1762995853364000
"GET | 101 | 92.210.201.73 | 99da59ef4f67365b | https://dtnotuyagygexmkyqtgb.supabase.co/realtime/v1/websocket?apikey=REDACTED&vsn=1.0.0 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",5c7f7686-c70b-4cda-a6b2-25479f397ad5,dtnotuyagygexmkyqtgb,GET,/realtime/v1/websocket,?apikey=REDACTED&vsn=1.0.0,101,1762995827097000
"GET | 200 | 92.210.201.73 | 99da5956cb71bb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/notifications?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",9623accb-87e1-4ca8-a19a-20a4a38399ba,dtnotuyagygexmkyqtgb,GET,/rest/v1/notifications,?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20,200,1762995802688000
"GET | 200 | 92.210.201.73 | 99da59566b3abb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/notifications?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",ba801bfc-65a3-4aca-89b5-1e20b3a8c79e,dtnotuyagygexmkyqtgb,GET,/rest/v1/notifications,?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20,200,1762995802634000
"OPTIONS | 200 | 92.210.201.73 | 99da59564b22bb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/notifications?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",f6fdbc9e-aa07-46a2-94cf-4e12c7474955,dtnotuyagygexmkyqtgb,OPTIONS,/rest/v1/notifications,?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20,200,1762995802610000
"OPTIONS | 200 | 92.210.201.73 | 99da59564b21bb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/notifications?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",f6c4e7c0-6580-47de-ae59-4e8732de3405,dtnotuyagygexmkyqtgb,OPTIONS,/rest/v1/notifications,?select=*&user_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc&limit=20,200,1762995802610000
"GET | 500 | 92.210.201.73 | 99da59562b0abb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/messages?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",0f07e56d-6661-4ebf-9159-413ceb15ab33,dtnotuyagygexmkyqtgb,GET,/rest/v1/messages,?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762995802588000
"GET | 500 | 92.210.201.73 | 99da59559acfbb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/messages?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",8b9a4002-2f7e-4b6a-8120-68ebbdfaacae,dtnotuyagygexmkyqtgb,GET,/rest/v1/messages,?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762995802507000
"GET | 500 | 92.210.201.73 | 99da59557abcbb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/reviews?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",66fd9a24-99f1-41f7-9f73-bc5ca4b30c00,dtnotuyagygexmkyqtgb,GET,/rest/v1/reviews,?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762995802487000
"OPTIONS | 200 | 92.210.201.73 | 99da59557abdbb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/messages?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",af055490-a4a9-4308-808f-2ead912921e2,dtnotuyagygexmkyqtgb,OPTIONS,/rest/v1/messages,?select=*%2Csender_profile%3Aprofiles%21messages_sender_id_fkey%28full_name%2Cemail%2Crole%2Cid%29&recipient_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,200,1762995802486000
"GET | 500 | 92.210.201.73 | 99da5954aa4bbb62 | https://dtnotuyagygexmkyqtgb.supabase.co/rest/v1/reviews?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",3643bcf0-d7fd-42e4-aed5-662ba55cca41,dtnotuyagygexmkyqtgb,GET,/rest/v1/reviews,?select=*%2Cemployer%3Aemployers%28company_name%29&reviewee_id=eq.47f06296-a087-4d63-b052-1004e063c467&order=created_at.desc,500,1762995802356000
